Type,Name,Pillar,Category,SubCategory,HasImage,Brand,Description
Product,Poodle Feeding Mat,shop,accessories,,Yes,,Doggo gets excited while gobbling treats and spills food everywhere? Don't worry
Product,Pug Feeding Mat,shop,accessories,,Yes,,Doggo gets excited while gobbling treats and spills food everywhere? Don't worry
Product,Rotweiller Feeding Mat,shop,accessories,,Yes,,Doggo gets excited while gobbling treats and spills food everywhere? Don't worry
Product,Scottish Terrier Feeding Mat,shop,accessories,,Yes,,Doggo gets excited while gobbling treats and spills food everywhere? Don't worry
Product,Shihtzu Feeding Mat,shop,accessories,,Yes,,Doggo gets excited while gobbling treats and spills food everywhere? Don't worry
Product,Yorkshire Terrier Feeding Mat (Set Of Two),shop,accessories,,Yes,,Doggo gets excited while gobbling treats and spills food everywhere? Don't worry
Product,Cheesey Straws,shop,treats,,Yes,,Indulge your furry friend in the savory goodness of our Cheese and Chicken dog t
Product,Good Dog Coasters,shop,accessories,,Yes,,"Be it your morning cup of tea, or coffee to keep you up at night, these pawdorab"
Product,Happiness Coasters,shop,accessories,,Yes,,"Be it your morning cup of tea, or coffee to keep you up at night, these pawdorab"
Product,Meow Jerky,shop,cat-treats,,Yes,,"These gummy treats made from chicken, will make your cat go, “Karen, how did you"
Product,Party Box (Add On),shop,hampers,,Yes,,Delicious hampers made with love for your furry friend.
Product,Custom Breed Coasters,shop,accessories,,Yes,,"Be it your morning cup of tea, or coffee to keep you up at night, these pawdorab"
Product,Feeding Mat,shop,accessories,,Yes,,Doggo gets excited while gobbling treats and spills food everywhere? Don't worry
Product,Apple Paw,shop,treats,,Yes,,"This mouth-drooling, yummy apple paw, made up of apple, oats and cinnamon, will "
Product,Coffee Mug,shop,accessories,,Yes,,Morning coffee seems plain and boring? This mug will make sure that you have the
Product,Chicken Jerky,shop,frozen-treats,,Yes,,Our best-selling treat and a total chimken classic! Made with 100% real chicken 
Product,Banana Cold Jello Bones,shop,frozen-treats,,Yes,,"Box of 8 bone-shape pieces “Karen, don’t leab any of those! Gib all!“, is what y"
Product,Veggie and Oat,shop,treats,,Yes,,"Indulge your furry friend with our all-natural Carrot, Sweet Potato &amp; Pumpki"
Product,Calico Cake,celebrate,cat-treats,,Yes,,Your kitty wants to eat a cake that looks just like her. The cake has the goodne
Product,Apple Cinnamon Cold Jello Bones,shop,frozen-treats,,Yes,,"Box of 8 bone-shape pieces To let doggo taste pure apple flavor, these bone-shap"
Product,Chicken Broth Jello Bones,shop,frozen-treats,,Yes,,Box of 8 bone-shape pieces Bone-shaped jellos are ideal for ending a pupper fren
Product,Berry Chicken Hearts,shop,treats,,Yes,,"A flavour-packed crunchy treat made with real chicken bits, fresh strawberries, "
Product,Cheesy Chicken Explosion,shop,treats,,Yes,,"Made with real cheddar cheese, chicken bits, egg, and oats , these heart-shaped "
Product,Pawncakes,celebrate,cakes,,Yes,,"Doggo wants to try something different? These pancakes made up of oatmeal, eggs,"
Product,Woofles,shop,treats,,Yes,,"Your doggo might end up making woofles its favourite treat because of bananas, o"
Product,Pupperoni Pizza,shop,fresh-meals,,Yes,,"Oatmeal, pumpkin sauce, cheddar cheese, and chicken/cheese toppings make this pi"
Product,Banana Bliss,shop,dognuts,,Yes,,"Delight in our Banana Bliss Pupcake, where creamy banana topping meets a wholeso"
Product,Free Insurance Quote Comparison,paperwork,insure,,Yes,,Get quotes from multiple pet insurance providers - completely free
Product,Pet Nutrition Guide Book,shop,advisory,,Yes,,"Comprehensive guide to pet nutrition with recipes, portion guides, and ingredien"
Product,Senior Pet Comfort Package,shop,advisory,,Yes,,"Orthopedic bed, joint supplements, and heated pad for senior pet comfort."
Product,New Puppy Starter Kit,shop,advisory,,Yes,,"Everything for new puppy parents: training pads, treats, toys, and guide book."
Product,Pet Health Monitor,care,advisory,Care Essentials,Yes,,"Smart collar attachment that tracks activity, sleep, and vitals. Syncs with app."
Product,Home Training Essentials Kit,shop,advisory,,Yes,,"Clicker, treat pouch, target stick, and training guide for effective home traini"
Product,Pheromone Calming Diffuser,shop,advisory,,Yes,,Plug-in diffuser with calming pheromones. Covers up to 700 sq ft. 30-day supply.
Product,Pet Weight Management Scale,shop,advisory,,Yes,,Digital scale with memory function and mobile app sync. Track weight trends.
Product,Senior Pet Mobility Ramp,shop,advisory,,Yes,,"Foldable ramp for beds, sofas, and cars. Non-slip surface. Supports up to 50kg."
Product,Mental Enrichment Toy Set,advisory,advisory,,Yes,,Set of 5 puzzle toys to keep pets mentally stimulated. Great for behaviour issue
Product,Pet First Aid Kit,care,advisory,,Yes,,"Complete first aid kit with bandages, antiseptic, thermometer, and emergency gui"
Product,New Kitten Starter Kit,shop,advisory,,Yes,,"Essential kit for new kitten parents: litter supplies, toys, scratching post, an"
Product,Pet First Aid Kit - Complete,emergency,emergency,,Yes,,"Comprehensive first aid kit: bandages, antiseptic, thermometer, tweezers, emerge"
Product,GPS Pet Tracker Tag,emergency,tracking,,Yes,,Real-time location
Product,GPS Pet Tracker - Mini (Cats & Small Dogs),emergency,emergency,,Yes,,Lightweight GPS tracker for cats and small dogs. Only 15g weight.
Product,AirTag Collar Holder,emergency,emergency,,Yes,,"Secure, waterproof AirTag holder that attaches to any collar. Includes reflectiv"
Product,Smart QR ID Tag - Emergency,emergency,emergency,,Yes,,"Scannable QR tag linking to emergency contact info, medical alerts, and vet deta"
Product,High-Visibility Reflective Vest,emergency,emergency,,Yes,,Bright orange reflective vest for nighttime safety. Essential during emergencies
Product,Pet Emergency Thermal Blanket,emergency,emergency,,Yes,,"Compact, lightweight thermal blanket for shock, hypothermia, or transport emerge"
Product,Soft Emergency Muzzle Set (3 sizes),emergency,emergency,,Yes,,Breathable mesh muzzle set for safe handling during injuries. Non-intimidating d
Product,Emergency Calming Spray,emergency,emergency,,Yes,,Fast-acting pheromone spray to calm anxious pets during emergencies. Travel-size
Product,Pet Wound Care Kit,emergency,emergency,,Yes,,"Antiseptic solution, wound spray, gauze, medical tape, and wound care guide."
Product,Pet Car Emergency Kit,emergency,emergency,,Yes,,"Seatbelt harness, collapsible bowl, flashlight, window breaker, and first aid ba"
Product,Lost Pet Recovery Kit,emergency,emergency,,Yes,,"QR tags, poster templates, community alert guide, scent article bag, and checkli"
Product,Smart QR ID Tag,shop,paperwork,,Yes,,Durable QR code tag that links to your pet's digital profile. Waterproof and scr
Product,Premium Engraved Collar Tag,shop,paperwork,,Yes,,"Stainless steel tag with pet name and owner contact. Choose from bone, heart, or"
Product,Digital Pet ID Card,shop,paperwork,,Yes,,"Printable + digital ID card with photo, microchip, and emergency contacts. App a"
Product,Digital Health Record Wallet,care,paperwork,,Yes,,Organized digital vault for all medical records with vaccine tracker and reminde
Product,TDC Health File Folder,shop,paperwork,,Yes,,"Premium branded folder with dividers for vaccination, vet notes, lab reports, an"
Product,Vaccination Booklet Holder,shop,paperwork,,Yes,,Waterproof holder for vaccination booklet with reminder card slots.
Product,Waterproof Document Sleeve,travel,paperwork,,Yes,,"Clear, waterproof sleeve for important documents. Perfect for travel and emergen"
Product,TDC Travel Document Kit,travel,paperwork,,Yes,,"Complete kit: checklist, vaccine summary template, health cert holder, microchip"
Product,Travel Document Pouch,travel,paperwork,,Yes,,"Compact, organized pouch for airline/rail documents, health certificates, and tr"
Product,Emergency Document Wallet,shop,paperwork,,Yes,,"Waterproof wallet with slots for vet details, emergency contacts, microchip info"
Product,Lost Pet Alert Kit,shop,paperwork,,Yes,,"QR tag, printable poster templates, step-by-step checklist, helpline template, a"
Product,Emergency Contact Cards (Pack of 5),shop,paperwork,,Yes,,"Laminated cards with pet photo, owner details, vet info, and medical alerts. Att"
Product,Pet Insurance Document Organizer,shop,paperwork,,Yes,,"Folder with sections for policy, claims, receipts. Includes renewal reminder set"
Product,Annual Compliance Checklist,shop,paperwork,,Yes,,"Digital + printable checklist for licenses, registrations, vaccinations, and ren"
Product,Smart Activity Tracker,shop,fit,,Yes,,"GPS-enabled collar attachment that tracks steps, distance, and calories. Syncs w"
Product,Pet Weight Scale,shop,fit,,Yes,,Digital scale with memory function. Track weight changes over time. Up to 50kg c
Product,Home Agility Starter Kit,shop,fit,,Yes,,"Complete set with adjustable jumps, tunnel, weave poles, and training guide."
Product,Automatic Ball Launcher,shop,fit,,Yes,,Launches balls 10-30 feet. Adjustable distance. Perfect for fetch-loving dogs.
Product,Pet Treadmill,shop,fit,,Yes,,"Indoor treadmill for dogs. Variable speed, safety rails. Great for rainy days."
Product,Swimming Safety Vest,shop,fit,,Yes,,Buoyant vest with handle for pool and hydrotherapy sessions. High visibility.
Product,Training Treat Pouch,fit,fit,,Yes,,"Clip-on treat bag for training sessions. Easy access, washable, with poop bag ho"
Product,Hands-Free Running Leash,travel,fit,,Yes,,"Waist-mounted bungee leash for running with your dog. Shock absorbing, reflectiv"
Product,Slow Feeder Puzzle Bowl,fit,fit,,Yes,,Mental stimulation + slower eating. Reduces bloat risk and adds brain exercise.
Product,Joint Support Supplement,care,fit,,Yes,,Glucosamine & chondroitin formula for joint health. 90-day supply.
Product,Cooling Exercise Vest,shop,fit,,Yes,,Evaporative cooling vest for hot weather workouts. Keeps your dog cool and comfo
Product,Canine Balance Board,shop,fit,,Yes,,Wobble board for core strength and balance training. Great for rehabilitation.
Product,Portable Adventure Bowl,enjoy,enjoy,,Yes,,Collapsible silicone bowl for water and treats on outdoor adventures.
Product,Social Butterfly Bandana,shop,enjoy,,Yes,,Stylish bandana with 'I'm Friendly' message for meetups and events.
Product,Adventure Treat Pouch,enjoy,enjoy,,Yes,,Waterproof treat pouch with poop bag dispenser for outdoor activities.
Product,Cooling Vest for Outdoor Fun,shop,enjoy,,Yes,,Evaporative cooling vest to keep your pet comfortable during outdoor activities.
Product,LED Safety Collar,shop,enjoy,,Yes,,Rechargeable LED collar for evening walks and events. 3 light modes.
Product,Pet Photo Props Kit,shop,enjoy,,Yes,,"Fun props for pet photography at events: glasses, hats, bow ties, and signs."
Product,Trail Adventure Harness,shop,enjoy,,Yes,,Padded hiking harness with handle and reflective strips for trail adventures.
Product,Playdate Party Kit,celebrate,enjoy,,Yes,,"Complete kit for hosting doggy playdates: tug toys, balls, treat bags, and clean"
Product,Safety Swim Vest,shop,enjoy,,Yes,,Buoyant swim vest with handle for pool and beach adventures. High visibility ora
Product,Cafe Companion Blanket,shop,enjoy,,Yes,,"Portable, washable blanket for cafe visits. Folds into compact pouch."
Product,Event Day Backpack,shop,enjoy,,Yes,,"Pet parent backpack with treat compartments, waste bag holder, water bottle pock"
Product,Quick-Release Meetup Leash,travel,enjoy,,Yes,,6ft leash with quick-release handle for meetups. Reflective stitching and traffi
Product,Portable Outdoor Bed,shop,enjoy,,Yes,,"Waterproof, foldable bed for outdoor events. Keeps your pet comfortable anywhere"
Product,Social Profile Tag,shop,enjoy,,Yes,,Smart collar tag with QR code linking to your pet's profile. Great for meetups!
Product,Premium Deshedding Brush,care,care,,Yes,,Professional-grade brush that removes loose fur and reduces shedding by up to 90
Product,Safety Nail Clipper Set,care,care,,Yes,,Professional nail clippers with safety guard. Includes nail file.
Product,Gentle Oatmeal Shampoo,care,care,,Yes,,Hypoallergenic shampoo for sensitive skin. Soothes itching and moisturizes.
Product,Ear Cleaning Solution,care,care,,Yes,,Gentle ear cleaner that prevents infections. Vet-recommended formula.
Product,Reflective Safety Leash,travel,care,,Yes,,High-visibility leash with reflective stitching for safe night walks.
Product,No-Pull Comfort Harness,shop,care,,Yes,,Ergonomic harness that discourages pulling. Padded for comfort.
Product,Biodegradable Poop Bags (120 count),shop,care,,Yes,,Eco-friendly waste bags. Extra thick and leak-proof.
Product,Training Treat Pouch with Treats,shop,care,,Yes,,Convenient treat pouch with 200g of bite-sized training treats.
Product,Professional Training Clicker,shop,care,,Yes,,Consistent click sound for positive reinforcement training.
Product,Calming Pheromone Spray,care,care,,Yes,,"Reduces anxiety and stress. Perfect for grooming, vet visits, or travel."
Product,Complete Dental Care Kit,care,care,,Yes,,"Toothbrush, finger brush, and enzymatic toothpaste for fresh breath."
Product,IATA Approved Travel Crate - Small,travel,travel,,Yes,,Airline-approved crate perfect for small dogs up to 8kg. Ventilated design with 
Product,IATA Approved Travel Crate - Medium,travel,travel,,Yes,,"Airline-approved crate for medium dogs 8-20kg. Durable, easy to clean."
Product,IATA Approved Travel Crate - Large,travel,travel,,Yes,,Heavy-duty airline crate for large dogs 20-32kg. Extra ventilation and sturdy co
Product,Premium Car Safety Harness,travel,travel,,Yes,,Crash-tested car harness for safe road travel. Adjustable fit for all sizes.
Product,Soft Sided Pet Carrier,travel,travel,,Yes,,"Lightweight, foldable carrier for train/cab travel. Multiple mesh windows for ve"
Product,Calming Travel Treats,shop,travel,,Yes,,Natural calming treats with chamomile & L-theanine. Perfect for anxious traveler
Product,Portable Pet Water Bottle,travel,travel,,Yes,,Leak-proof travel water bottle with built-in bowl. Essential for journeys.
Product,Pet Travel First Aid Kit,travel,travel,,Yes,,"Compact first aid kit for travel emergencies. Includes bandages, antiseptic, and"
Product,Travel Comfort Blanket,travel,travel,,Yes,,"Plush, washable blanket for familiar comfort during travel. Reduces anxiety."
Product,GPS Smart ID Tag,travel,travel,,Yes,,QR-enabled smart tag with GPS tracking. Peace of mind during travel.
Product,Portable Travel Bowl Set,travel,dine,,Yes,,
Product,Strawberry Dognut Toy,shop,dognuts,,Yes,,
Product,Lady's Love Treat,shop,treats,,Yes,,
Product,Crunchy Dogoroon,shop,treats,,Yes,,
Product,Pet Water Bottle with Bowl,shop,dine,,Yes,,
Product,Caf Ready Bandana,shop,dine,,Yes,,
Product,Fresh Breath Dental Chews,shop,dine,,Yes,,
Product,Gotcha Day Celebration Box,shop,hampers,,Yes,,
Product,Fresh Chicken & Rice Bowl,dine,fresh-meals,,Yes,,
Product,Lamb & Sweet Potato Meal,shop,fresh-meals,,Yes,,
Product,Fish & Veggie Delight,shop,fresh-meals,,Yes,,
Product,Grain-Free Turkey Feast,shop,fresh-meals,,Yes,,
Product,Monthly Meal Plan (30 Meals),shop,fresh-meals,,Yes,,
Product,Premium Suite - 1 Night,stay,boarding,,Yes,,
Product,Home Boarding Service,stay,boarding,,Yes,,
Product,Puppy Daycare (under 1 Year),care,daycare,Care Essentials,Yes,,
Product,Pet-Friendly Hotel Booking,shop,services,,Yes,,
Product,Vet Video Consultation,care,health,,Yes,,
Product,Interactive Puzzle Toy,shop,toys,,Yes,,
Product,Squeaky Plush Collection (3 Pcs),shop,toys,,Yes,,
Product,Swimming Pool Session,shop,services,,Yes,,
Product,Agility Training Course,shop,programs,,Yes,,
Product,Dog Yoga (Doga) Session,shop,training,,Yes,,
Product,Basic Obedience Course,shop,training,,Yes,,
Product,Puppy Kindergarten (8 Weeks),shop,training,,Yes,,
Product,Socialization Classes,shop,training,,Yes,,
Product,Private Training Session,shop,training,,Yes,,
Product,KCI Registration Assistance,shop,documentation,,Yes,,
Product,Pet Will & Trust Service,shop,legal,,Yes,,
Product,Import/Export Documentation,shop,documentation,,Yes,,
Product,New Pet Parent Guidance,shop,consultation,,Yes,,
Product,Multi-Pet Household Advisory,shop,consultation,,Yes,,
Product,24/7 Emergency Vet Hotline,emergency,emergency,,Yes,,
Product,Emergency Transport Service,emergency,emergency,,Yes,,
Product,Poison Control Consultation,emergency,emergency,,Yes,,
Product,Lost Pet Search Service,shop,services,,Yes,,
Product,Photo Memorial Frame,shop,memorial,,Yes,,
Product,Memorial Garden Stone,shop,memorial,,Yes,,
Product,Rescue Dog Rehabilitation,shop,services,,Yes,,
Product,Winter Jacket - Waterproof,shop,clothing,,Yes,,
Product,Poop Bag Dispenser + Bags,shop,accessories,,Yes,,
Product,Birthday Pawty Planning - Home,shop,party-planning,,Yes,,
Product,Annual Celebration Reminder & Planning,shop,subscription,,Yes,,
Product,Nutrition Assessment & Meal Plan,shop,consultation,,Yes,,
Product,Allergy Testing & Diet Planning,care,health,Care Essentials,Yes,,
Product,Home Cooking Workshop,shop,workshop,,Yes,,
Product,Meal Prep Service - Weekly,shop,meal-prep,,Yes,,
Product,Cola Can Squeaky Toy,shop,accessories,,Yes,,
Product,Boba Milk Tea Toy,shop,accessories,,Yes,,
Product,Gentleman's Heart Delight,shop,treats,,Yes,,
Product,Portable Pet Water Bottle,shop,travel-accessories,,Yes,,
Product,Pet Dining Placemat,shop,dine,,Yes,,
Product,Dine-Time Calming Spray,shop,dine,,Yes,,
Product,Reusable Pup Cup,shop,dine,,Yes,,
Product,Pet Caf Etiquette Guide,shop,dine,,Yes,,
Product,Custom Birthday Cake,celebrate,cakes,,Yes,,
Product,Senior Dog Birthday Treats,celebrate,treats,,Yes,,
Product,Mini Pupcake Box (6 Pcs),celebrate,mini-cakes,,Yes,,
Product,Slow Feeder Bowl,shop,accessories,,Yes,,
Product,Daycare Pack - 10 Days,care,daycare,Care Essentials,Yes,,
Product,Senior Dog Stay,stay,boarding,,Yes,,
Product,Airport Pickup & Drop,shop,services,,Yes,,
Product,Car Safety Harness,shop,travel-gear,,Yes,,
Product,Flea & Tick Prevention Pack,care,health,,Yes,,
Product,Durable Chew Toy Set,shop,toys,,Yes,,
Product,Tug Rope Toy - Large,shop,toys,,Yes,,
Product,Snuffle Mat,shop,toys,,Yes,,
Product,Agility Course Access,shop,services,,Yes,,
Product,Senior Mobility Program,shop,programs,,Yes,,
Product,Canine Treadmill Session,shop,training,,Yes,,
Product,Fitness Assessment,shop,services,,Yes,,
Product,Monthly Fitness Subscription,shop,programs,,Yes,,
Product,Advanced Training Program,shop,training,,Yes,,
Product,Therapy Dog Certification,shop,certification,,Yes,,
Product,Pet Registration Service,shop,documentation,,Yes,,
Product,Pet Insurance Consultation,shop,consultation,,Yes,,
Product,Vaccination Record Book,shop,documentation,,Yes,,
Product,Breed Selection Service,shop,consultation,,Yes,,
Product,Pet-Proofing Home Audit,shop,services,,Yes,,
Product,First Aid Training Workshop,shop,training,,Yes,,
Product,Emergency Kit - Complete,shop,supplies,,Yes,,
Product,Premium Leather Collar,shop,accessories,,Yes,,
Product,Orthopedic Dog Bed - Medium,shop,beds,,Yes,,
Product,Cooling Mat - Large,shop,accessories,,Yes,,
Product,Bandana Collection (5 Pcs),shop,accessories,,Yes,,
Product,Birthday Pawty Planning - Caf/Venue,shop,party-planning,,Yes,,
Product,Birthday Pawty Planning - Resort Experience,shop,party-planning,,Yes,,
Product,Trial Stay Experience,shop,trial,,Yes,,
Product,Pet Relocation Service - Domestic,shop,relocation,,Yes,,
Product,Vet Appointment Coordination,care,health,,Yes,,
Product,Wellness Programme - Annual,care,wellness,Care Essentials,Yes,,
Product,Senior Pet Care Programme,shop,senior-care,,Yes,,
Product,Social Calendar Management,shop,social,,Yes,,
Product,Swimming Session - Pool,shop,activity,,Yes,,
Product,Pet Caf Experience,shop,experience,,Yes,,
Product,Weight Management Programme,shop,weight,,Yes,,
Product,Behaviour Assessment & Plan,shop,assessment,,Yes,,
Product,Reactivity Rehabilitation,shop,behaviour,,Yes,,
Product,Separation Anxiety Programme,shop,behaviour,,Yes,,
Product,Complete Registration Package,shop,registration,,Yes,,
Product,Document Organisation Service,shop,organisation,,Yes,,
Product,New Pet Parent Consultation,shop,consultation,,Yes,,
Product,Milestone Celebration - Puppy to Adult,shop,milestone,,Yes,,
Product,Memory-Making Photo Experience,shop,photography,,Yes,,
Product,Keepsake Creation Service,shop,keepsakes,,Yes,,
Product,Pet Travel Planning - International,shop,planning,,Yes,,
Product,Pet-Friendly Destination Research,shop,research,,Yes,,
Product,Playdate Coordination Service,shop,social,,Yes,,
Product,Personal Training Programme - 8 Weeks,shop,training,,Yes,,
Product,Import/Export Permit Service,shop,permits,,Yes,,
Product,Puppuccino Toy,shop,accessories,,Yes,,
Product,Smile on - Doggo Toothpaste,shop,accessories,,Yes,,
Product,Valentine's Cookies,shop,treats,,Yes,,
Product,Outdoor Dining Mat,shop,dine,,Yes,,
Product,Caf Cooling Vest,shop,dine,,Yes,,
Product,Puppy First Birthday Bundle,shop,hampers,,Yes,,
Product,Celebration Bandana Set,shop,accessories,,Yes,,
Product,Puppy Growth Formula,shop,fresh-meals,,Yes,,
Product,Weekly Meal Subscription (7 Meals),shop,fresh-meals,,Yes,,
Product,Standard Boarding - 1 Night,stay,boarding,,Yes,,
Product,Daycare Pass - Single Day,care,daycare,Care Essentials,Yes,,
Product,Medical Boarding,stay,boarding,,Yes,,
Product,Pet Carrier - Cabin Approved,shop,travel-gear,,Yes,,
Product,International Flight Assistance,shop,services,,Yes,,
Product,Spa Day Package,care,grooming,,Yes,,
Product,Puppy First Groom,care,grooming,,Yes,,
Product,Dental Cleaning Kit,care,health,,Yes,,
Product,Swimming Fitness Class,shop,training,,Yes,,
Product,Behavior Modification,shop,training,,Yes,,
Product,Nutrition Consultation,shop,consultation,,Yes,,
Product,Behavior Consultation,shop,consultation,,Yes,,
Product,Pre-Adoption Counseling,shop,consultation,,Yes,,
Product,Cremation Service - Premium,shop,cremation,,Yes,,
Product,Memorial Urn - Classic,shop,memorial,,Yes,,
Product,Rainbow Bridge Ceremony,shop,ceremony,,Yes,,
Product,Pet Loss Counseling Session,shop,services,,Yes,,
Product,New Pet Starter Kit,shop,kits,,Yes,,
Product,Adoption Day Package,shop,kits,,Yes,,
Product,Special Needs Pet Guide,shop,services,,Yes,,
Product,Raincoat with Hood,shop,clothing,,Yes,,
Product,ID Tag - Personalized,shop,accessories,,Yes,,
Product,Grooming Brush Set,care,grooming,,Yes,,
Product,Milestone Celebration - Senior Honours,shop,milestone,,Yes,,
Product,Adoption Anniversary Ritual,shop,anniversary,,Yes,,
Product,Chef's Table Experience,shop,experience,,Yes,,
Product,Pet Travel Planning - Domestic,shop,planning,,Yes,,
Product,Pet Relocation Service - International,shop,relocation,,Yes,,
Product,Airport Assistance Service,shop,assistance,,Yes,,
Product,Grooming Concierge - Full Service,care,grooming,,Yes,,
Product,Senior Mobility Programme,shop,senior,,Yes,,
Product,Puppy Development Programme,shop,puppy,,Yes,,
Product,Canine Good Citizen Preparation,shop,certification,,Yes,,
Product,Restaurant Treat Pouch,shop,dine,,Yes,,
Product,Caf Photo Props Kit,shop,dine,,Yes,,
Product,Paw-ty Pack Deluxe,shop,hampers,,Yes,,
Product,Senior Wellness Meal,shop,fresh-meals,,Yes,,
Product,Weight Management Bowl,dine,fresh-meals,,Yes,,
Product,Holiday Pet Sitting,stay,boarding,,Yes,,
Product,Travel Water Bottle,shop,travel-gear,,Yes,,
Product,Collapsible Travel Bowl Set,travel,travel-gear,,Yes,,
Product,Pet Passport Service,shop,services,,Yes,,
Product,Travel First Aid Kit,shop,travel-gear,,Yes,,
Product,Anxiety Relief Travel Kit,shop,travel-gear,,Yes,,
Product,GPS Pet Tracker,shop,travel-gear,,Yes,,
Product,Full Grooming Session,care,grooming,,Yes,,
Product,De-shedding Treatment,care,grooming,,Yes,,
Product,Joint Support Supplements,care,health,,Yes,,
Product,Skin & Coat Supplements,care,health,,Yes,,
Product,Annual Health Checkup Package,care,health,Care Essentials,Yes,,
Product,Fetch Ball Launcher,shop,toys,,Yes,,
Product,Kong Classic - Large,shop,toys,,Yes,,
Product,Dog Park Playdate Booking,shop,services,,Yes,,
Product,Personal Training Session,shop,training,,Yes,,
Product,Weight Loss Program (4 Weeks),shop,programs,,Yes,,
Product,Puppy Fitness Starter,shop,programs,,Yes,,
Product,Leash Training Workshop,travel,workshops,,Yes,,
Product,Trick Training Course,shop,training,,Yes,,
Product,Online Training Course,shop,training,,Yes,,
Product,Microchip Registration,shop,documentation,,Yes,,
Product,Breeding License Assistance,shop,documentation,,Yes,,
Product,Senior Pet Care Consultation,shop,consultation,,Yes,,
Product,Cremation Service - Standard,shop,cremation,,Yes,,
Product,Paw Print Keepsake,shop,memorial,,Yes,,
Product,Senior Pet Adoption Support,shop,services,,Yes,,
Product,Second Chance Sponsorship,shop,donation,,Yes,,
Product,Gotcha Day Celebration,shop,celebration,,Yes,,
Product,Surprise Delivery & Moment,shop,surprise,,Yes,,
Product,Party Coordination Service,shop,coordination,,Yes,,
Product,Diet Transition Support,shop,support,,Yes,,
Product,Home Pet Sitter Matching,shop,pet-sitting,,Yes,,
Product,Travel Documentation Service,shop,documentation,,Yes,,
Product,Home Grooming Service,care,grooming,,Yes,,
Product,Post-Surgery Care Coordination,shop,recovery,,Yes,,
Product,Adventure Day Out,shop,experience,,Yes,,
Product,Enrichment Box Subscription,shop,enrichment,,Yes,,
Product,Fitness Assessment & Programme Design,shop,assessment,,Yes,,
Product,Hydrotherapy Sessions,shop,therapy,,Yes,,
Product,Private Training - Home Visit,shop,training,,Yes,,
Product,Puppy Socialisation Programme,shop,socialisation,,Yes,,
Product,Pet Insurance Advisory,shop,insurance,,Yes,,
Product,Breed Selection Advisory,shop,advisory,,Yes,,
Product,End-of-Life Consultation,shop,consultation,,Yes,,
Product,24/7 Emergency Hotline Access,shop,subscription,,Yes,,
Product,Rainbow Bridge Ceremony - Complete,shop,ceremony,,Yes,,
Product,Memorial Planning Service,shop,memorial,,Yes,,
Product,Grief Support Sessions,shop,support,,Yes,,
Product,Foster-to-Adopt Programme,shop,programme,,Yes,,
Product,Interactive Puzzle Feeder,shop,mental-fitness,,Yes,,
Product,The Leela Goa,shop,stay,,Yes,,
Product,W Goa,shop,stay,,Yes,,
Product,Della Resorts,shop,stay,,Yes,,
Product,Evolve Back Coorg,shop,stay,,Yes,,
Product,The Tamara Kodai,shop,stay,,Yes,,
Product,Taj Fisherman's Cove,shop,stay,,Yes,,
Product,Taj Exotica Resort & Spa,shop,stay,,Yes,,
Product,Palais de Mahe,shop,stay,,Yes,,
Product,Atmantan Wellness Centre,shop,stay,,Yes,,
Product,Aahana Resort,shop,stay,,Yes,,
Product,Resort Getaway with Pets,stay,resort,,Yes,,Premium resort experience for you and your furry friend
Product,Pet Taxi - City Rides,travel,taxi,,Yes,,On-demand pet taxi for local trips
Product,Full Grooming Package,care,grooming,,Yes,,"Complete grooming: bath, haircut, nail trim, ear cleaning"
Product,Bath & Brush,care,grooming,,Yes,,Refreshing bath with shampoo and brushing
Product,Daily Dog Walking,care,walks,Care Essentials,Yes,,30-minute daily walks with GPS tracking
Product,Pet Sitting (8 hours),care,sitting,Care Essentials,Yes,,Professional pet sitting at your home
Product,Basic Obedience Training,care,training,Care Essentials,Yes,,5-session package for basic commands
Product,Fitness Assessment,fit,assessment,,Yes,,Comprehensive fitness evaluation with personalized plan
Product,Agility Training Class,fit,agility,,Yes,,Fun obstacle course training
Product,Fresh Meal Plan - Weekly,shop,fresh-meals,,Yes,,
Product,Pet Adventure Day,shop,adventure,,Yes,,
Product,Adoption Consultation,shop,consultation,,Yes,,
Product,Memory Keepsake Box,shop,keepsake,,Yes,,
Product,Basic Health Coverage,shop,insurance,,Yes,,
Product,Custom Cake Consultation,celebrate,concierge,,Yes,,
Product,Surprise Delivery Service,shop,concierge,,Yes,,
Product,Woof Woof Inn,stay,boarding,,Yes,,
Product,The Barking Lot,stay,boarding,,Yes,,
Product,Pawsome Pet Resort,stay,boarding,,Yes,,
Product,Nutrition Consultation,care,feed,Care Essentials,Yes,,One-on-one consultation with certified pet nutritionist
Product,Car Safety Harness,travel,travel,,Yes,,
Product,Hydrotherapy Pool Kit,fit,fit,,Yes,,Inflatable pool for water exercises
Product,Portable Pet Bed (Roll-up),travel,travel,,Yes,,
Product,Motion Sickness Relief Drops,travel,travel,,Yes,,
Product,Multi-Function Travel Leash (Hands-Free),travel,leash,,Yes,,
Product,Quick-Dry Microfiber Pet Towel,shop,towel,,Yes,,
Product,Covered Pet Hideaway Bed,shop,adopt-comfort,,Yes,,
Product,Snuffle Mat for Slow Feeding,shop,adopt-enrichment,,Yes,,
Product,De-shedding Brush Kit,shop,adopt-grooming,,Yes,,
